"0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124"
"0.185","0.28","0.254","0.267","0.239","0.228","0.298","0.368","0.24","0.23","0.163","0.173","0.148","0.209","0.17","0.147","0.125","0.102","0.142","0.088","0.131","0.101","0.124","1.901","0.24","0.182","0.249","0.188","1.082","0.158","0.111","0.101","0.114","0.112","0.191","0.148","0.092","0.17","0.694","0.312","0.322","0.31","0.303","0.247","0.277","0.253","0.246","0.206","0.15","0.144","0.118","0.133","0.11","0.173","0.136","0.147","0.139","0.129","0.148","0.102","1.134","0.121","0.149","0.102","0.095","0.146","0.116","0.161","0.12","0.176","0.206","0.234","0.205","0.218","0.71","0.655","0.367","0.192","0.244","0.202","0.652","0.615","0.276","0.614","1.149","0.422","0.297","0.314","0.339","0.359","0.367","0.343","0.294","0.333","0.208","0.182","0.165","0.148","0.168","0.159","0.158","0.165","0.128","0.131","0.094","0.155","0.16","0.126","1.386","0.159","0.165","0.233","0.165","0.205","0.131","0.199","0.128","0.139","0.075","0.437","0.503","0.246","0.573","0.162","0.165"
