"0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124"
"0.629","0.556","0.541","0.512","0.52","0.517","0.511","0.111","0.076","0.541","0.52","0.481","0.051","0.028","0.063","0.515","0.626","0.539","0.618","0.278","0.581","0.502","0.502","0.12","0.104","0.092","0.08","0.03","0.018","0.025","0.031","0.028","0.019","0.028","0.087","0.204","0.105","0.09","0.085","0.074","0.08","0.07","0.238","0.102","0.141","0.232","0.116","0.111","0.053","0.04","0.045","0.058","0.034","0.02","0.026","0.033","0.037","0.135","0.046","0.047","0.036","0.02","0.025","0.033","0.042","0.065","0.125","0.236","0.089","0.103","0.121","0.051","0.034","0.039","0.063","0.028","0.03","0.029","0.021","0.021","0.155","0.081","0.068","0.06","0.061","0.03","0.071","0.071","0.072","0.165","0.129","0.075","0.084","0.126","0.077","0.365","0.511","0.528","0.383","0.02","0.028","0.033","0.028","0.02","0.046","0.048","0.441","0.517","0.247","0.298","0.039","0.046","0.044","0.498","0.36","0.165","0.086","0.083","0.122","0.108","0.081","0.071","0.035","0.031","0.022"
