"0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99","100","101","102","103","104","105","106","107","108","109","110","111","112","113","114","115","116","117","118","119","120","121","122","123","124"
"0.01","0.0","0.0","0.0","0.0","0.946","0.039","0.054","0.118","0.193","0.212","0.162","0.167","0.183","0.131","0.087","0.075","0.06","0.075","0.096","0.156","0.088","0.093","0.081","0.062","0.065","0.209","0.124","0.056","0.062","0.065","0.104","0.099","0.089","0.049","0.018","0.048","0.053","0.0","0.0","0.0","0.0","0.984","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.04","0.178","0.123","0.172","0.207","0.137","0.47","0.207","0.139","0.123","0.164","0.076","0.066","0.075","0.066","0.074","0.065","0.072","0.078","0.131","0.088","0.227","0.164","0.072","0.059","0.068","0.1","0.084","0.045","0.024","0.004","0.0","0.0","0.0","0.0","0.0","0.0","0.004","1.011","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.043","0.436","0.536","0.397","0.234","0.17","0.155","0.132","0.186","0.199","0.245","0.14","0.081","0.076","0.076","0.072","0.07","0.069","0.062","0.057","0.219","0.117","0.059"
